descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento à venda, 4 quartos, 4 suítes, 3 vagas, Manaíra - João Pessoa/PB;Rua da Candelária;['250'];[4];[5];[3];1170000;1650;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-250m2-venda-RS1170000-id-2558714371/
Apartamento com 3 dormitórios à venda, 87 m² por R$ 450.000,00 - Miramar - João Pessoa/PB;Rua Coronel Júlio de Souza Cousseior;['87'];[3];[2];[1];450000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-87m2-venda-RS450000-id-2559830034/
Oportunidade! Apartamento novo com 3 dormitórios, 81 m² por R$ 472.500 - Manaíra - João Pessoa/PB;-;['81'];[3];[3];[2];490000;625;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-81m2-venda-RS490000-id-2572853687/
Apartamento com 3 dormitórios à venda, 141 m² por R$ 420.000,00 - Manaíra - João Pessoa/PB;Avenida General Edson Ramalho;['141'];[3];[2];[2];420000;1200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-141m2-venda-RS420000-id-2559828837/
Vendo apartamento no Altiplano 3 quartos sendo uma suíte 685, mil;Rua Rui Costa, ;['93'];[3];[3];[2];690000;580;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-93m2-venda-RS690000-id-2558734093/
Apartamento para venda tem 224 m² com 4 quartos, 4 suítes e 5 vagas, Brisamar - João Pessoa -;Rua Custódio Domingos dos Santos, 0;[];[4];[5];[4];1400000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-224m2-venda-RS1400000-id-2580281977/
Apartamento com 3 dormitórios à venda, 145 m² por R$ 1.040.057,95 - Tambaú - João Pessoa/PB;-;['145'];[3];[4];[2];1040058;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-145m2-venda-RS1040058-id-2556522472/
Apartamento para venda tem 65 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Rua José Simões de Araújo, 44;[];[2];[2];[1];309000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-65m2-venda-RS309000-id-2574430904/
Apartamento Novo bairro do Bessa a 700 m do Mar;Rua Juiz José Alfredo Nóbrega de Freitas;[];[3];[1];[1];310000;160;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-71m2-venda-RS310000-id-2576232835/
Apartamento nos Bancários com 3 quartos,2 vagas de garagem. Ótima localidade;Rua Coronel Martinho da Mota Silveira, ;['274'];[3];[2];[1];799000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-274m2-venda-RS799000-id-2557878026/
Apto para vender no Geisel - cód 1447;Rua Agricultor Otávio Romão de Araújo, ;['57'];[2];[2];[1];165000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ernesto-geisel-bairros-joao-pessoa-com-garagem-57m2-venda-RS165000-id-2541910613/
Oportunidade no bairro dos Bancários;Rua Cecília Rodrigues Siqueira, 125;['57'];[2];[2];[1];270900;240;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-57m2-venda-RS270900-id-2574570286/
"Apartamento à venda em Manaíra; 250 mtos,4 suítes";Praça Coronel Wilson da Silveira Vasconcelos, ;['250'];[4];[5];[3];1150000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-250m2-venda-RS1150000-id-2558737086/
Vende-se excelente apartamento medindo 213m2 bairro do Cabo Branco - João Pessoa - PB;-;['213'];[4];[6];[4];1500000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-213m2-venda-RS1500000-id-2578471414/
Apartamento com 3 dormitórios à venda, 75 m² por R$ 270.000,00 - Portal do Sol - João Pessoa/PB;-;['75'];[3];[2];[1];270000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-75m2-venda-RS270000-id-2582040542/
Apartamento com 3 dormitórios à venda, 86 m² por R$ 522.989,60 - Aeroclube - João Pessoa/PB;Rua João Alfredo Coelho da Fonseca, 14;['87'];[3];[2];[2];522990;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-87m2-venda-RS522990-id-2562768352/
Apartamentos com 2 e 3 quartos no bairro do José Américo, a partir de 155.000;Rua Funcionária Pública Geni Ferreira da Silva, 224;[];[2];[2];[1];155000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-americo-de-almeida-bairros-joao-pessoa-com-garagem-52m2-venda-RS155000-id-2574443363/
Vendo apartamento 3 quartos nos bancários com área de lazer completa;Rua Cecília Rodrigues Siqueira, 0;['74'];[3];[1];[2];350000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-74m2-venda-RS350000-id-2564373676/
Apartamento para venda tem 116 metros quadrados com 4 quartos em Tambaú - João Pessoa - PB;-;[];[4];[3];[1];460000;750;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-116m2-venda-RS460000-id-2581402223/
Apartamento para venda com 70 metros quadrados com 3 quartos em Manaíra - João Pessoa - PB;-;[];[3];[2];[1];289000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-70m2-venda-RS289000-id-2569627289/
Apartamento todo com móveis projetados a beira mar da praia do cabo branco.;Avenida Cabo Branco;[];[2];[2];[2];990000;600;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-82m2-venda-RS990000-id-2540613083/
Apartamento para Venda em João Pessoa, Portal do Sol, 2 dormitórios, 1 suíte, 1 banheiro;Rua Luzinete Formiga de Lucena, ;['64'];[2];[1];[0];189000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portal-do-sol-bairros-joao-pessoa-64m2-venda-RS189000-id-2578800003/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Bessa - João Pessoa/PB;Avenida Presidente Café Filho;['57'];[2];[2];[1];270000;246;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-57m2-venda-RS270000-id-2570392638/
APARTAMENTO PARA VENDA DE 90 METROS QUADRADOS COM 3 QUARTOS, EM ÓTIMA LOCALIZAÇÃO NO BRISAMAR;-;['90'];[3];[1];[2];620000;588;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-90m2-venda-RS620000-id-2564180851/
Edifico Palácio Imperial;Rua João Vieira Carneiro, 707;['55'];[2];[1];[1];300000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pedro-gondim-bairros-joao-pessoa-com-garagem-55m2-venda-RS300000-id-2581539725/
Apartamento para venda com 64 metros quadrados com 2 quartos em Manaíra - João Pessoa - PB;Avenida Jacinto Dantas, 365;[];[2];[2];[1];430000;640;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-64m2-venda-RS430000-id-2562950388/
Apartamento com 3 quartos à Venda, Tambaú - João Pessoa;Rua Silvino Lopes, ;['164'];[3];[3];[2];650000;1200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-164m2-venda-RS650000-id-2580022121/
Apartamento para venda com 127 metros quadrados com 3 quartos em Miramar - João Pessoa - Paraíba;Rua Vereador José Alberto Falcão Barroca, 120;[];[3];[4];[2];690000;466;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-127m2-venda-RS690000-id-2575947168/
Apartamento com 2 Quartos no Bessa;-;['45'];[2];[1];[1];370000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-45m2-venda-RS370000-id-2579127994/
Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Josué Guedes Pereira, ;['65'];[2];[2];[1];360000;296;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-65m2-venda-RS360000-id-2562810127/
Apartamento para venda com 50 metros quadrados com 2 quartos em Jardim Oceania - João Pessoa - PB;Rua José Simões de Araújo, 100;[];[2];[2];[1];385000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-50m2-venda-RS385000-id-2579528607/
Apartamento para venda tem 70 metros quadrados com 3 quartos;Rua Olivério Mavignier de Noronha;[];[3];[1];[2];315000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-70m2-venda-RS315000-id-2575255791/
Alto padrão 3 suítes + DCE - Altiplano;-;['172'];[3];[2];[3];2755080;1273;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-172m2-venda-RS2755080-id-2567168499/
Apartamento com 3 dormitórios à venda, 84 m² por R$ 630.000,00 - Jardim Oceania - João Pessoa/PB;-;['85'];[3];[2];[2];630000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-85m2-venda-RS630000-id-2509632679/
Apto para vender no Cond. Renascença, 3 quartos, sul, 78m²;Rua Iolanda Eloy de Medeiros, 101;['78'];[3];[3];[2];380000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-78m2-venda-RS380000-id-2577400657/
Apartamento a venda, Jardim Oceania;-;['59'];[2];[2];[1];225000;140;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-59m2-venda-RS225000-id-2563218145/
Apartamento para Venda em João Pessoa, Ernesto Geisel, 2 dormitórios, 1 suíte, 1 banheiro;Rua Vicente Cozza, 337;['60'];[2];[1];[0];172000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ernesto-geisel-bairros-joao-pessoa-60m2-venda-RS172000-id-2570069436/
JOãO PESSOA - Padrão - Tambaú;-;['67'];[2];[2];[1];626848;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-67m2-venda-RS626848-id-2562318669/
Apartamento para Venda em João Pessoa, Valentina, 2 dormitórios, 2 suítes, 1 banheiro, 1 vaga;Rua Antonio Roberto Duarte de Lima, ;['47'];[2];[1];[1];145000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-valentina-de-figueiredo-bairros-joao-pessoa-com-garagem-47m2-venda-RS145000-id-2580546349/
Cód213 - Apartamento pé na área no Bessa | 53,13 m² | 01 Suíte | sala 02 ambientes | cozinha | área;Rua Anastácio Camilo de Oliveira;['53'];[1];[1];[1];452920;380;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-53m2-venda-RS452920-id-2572699014/
Apartamento para Venda em João Pessoa, Geisel, 4 dormitórios, 3 suítes, 5 banheiros, 2 vagas;-;['200'];[4];[5];[2];800000;288;https://www.vivareal.com.br/imovel/apartamento-4-quartos-geisel-bairros-joao-pessoa-com-garagem-188m2-venda-RS800000-id-2580033708/
Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Avenida Governador Argemiro de Figueiredo, ;['48'];[2];[2];[1];314900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-48m2-venda-RS314900-id-2567137919/
Apartamento para vender, Brisamar, João Pessoa, PB;-;['165'];[4];[4];[3];1155000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS1155000-id-2563218569/
Apartamento para vender, Brisamar, João Pessoa, PB;-;['165'];[4];[4];[3];1178600;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS1178600-id-2563216997/
NOVO CONCEITO NO PORTAL DO SOL, APARTAMENTO C/02 E 03 QUARTOS;-;['31'];[1];[1];[1];170000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-19m2-venda-RS170000-id-2544952427/
Apartamento com 3 quartos no altiplano;Rua Abelardo da Silva Guimarães Barreto, 28;[];[3];[3];[2];790000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-88m2-venda-RS790000-id-2576195320/
Apartamento à venda, 2 quartos, 2 suítes, 2 vagas, Manaíra - João Pessoa/PB;Rua Juvenal Mário da Silva;['99'];[2];[3];[2];480000;1030;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-99m2-venda-RS480000-id-2569141835/
Apartamento para venda com 31 metros quadrados com 1 quarto em Jardim Oceania - João Pessoa - PB;Avenida Campos Sales, 100;[];[1];[2];[];245000;200;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-31m2-venda-RS245000-id-2561346358/
APARTAMENTO 3 QUARTOS - 74M² - JARDIM CIDADE UNIVERSITÁRIA - A 600M DO MERCADO EXTRA;Rua Euclides Rodrigues Oliveira, 1;['75'];[3];[1];[1];210000;220;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-74m2-venda-RS210000-id-2582287279/
Apartamento com 3 dormitórios à venda, 84 m² por R$ 615.000,00 - Jardim Oceania - João Pessoa/PB;-;['85'];[3];[2];[2];615000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-85m2-venda-RS615000-id-1040543739/
Apartamento para venda tem 148 metros quadrados com 4 quartos em Brisamar - João Pessoa - PB;Praça Jardim Luna, 167;['163'];[4];[1];[3];890000;904000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-148m2-venda-RS890000-id-2581873963/
Excelente Apartamento com 2 quartos em Manaíra - João Pessoa - PB;-;[];[2];[2];[1];320000;490;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-60m2-venda-RS320000-id-2580622536/
Apartamento para vender no Bairro Tambiá, 03 quartos + DCE, R$ 185.000,00;Rua Monsenhor Walfredo Leal;['101'];[4];[2];[1];185000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambia-bairros-joao-pessoa-com-garagem-95m2-venda-RS185000-id-2577768709/
Apartamento para Venda em João Pessoa, Ernesto Geisel, 2 dormitórios, 1 suíte, 1 banheiro;Rua Professora Odete da Silveira, 138;['52'];[2];[1];[0];165000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ernesto-geisel-bairros-joao-pessoa-52m2-venda-RS165000-id-2570206526/
Apartamento para vender no Bessa – Aeroclube. Com 3 quartos sendo 2 suítes - 89m2 em João Pessoa PB;-;[];[3];[3];[2];575000;484;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-89m2-venda-RS575000-id-2571443386/
Apartamento para venda com 65 metros quadrados com 2 quartos;Rua João Bosco dos Santos, 50;[];[2];[2];[2];650000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-65m2-venda-RS650000-id-2564743683/
Vendo lindo apartamento no Altiplano oportunidade;Rua Antônio Franciscano do Amaral, ;['93'];[3];[3];[2];689900;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-93m2-venda-RS689900-id-2558737078/
JOãO PESSOA - Apartamento Padrão - Manaíra;-;['80'];[3];[2];[2];649900;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-80m2-venda-RS649900-id-2555595799/
Apartamento para Venda em João Pessoa, bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Benjamim Rabelo, 485;['62'];[2];[2];[1];425039;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-62m2-venda-RS425039-id-2583595229/
Apartamento para venda tem 64m2 com 2 quartos, jardim Oceania, João Pessoa PB;Rua Professora Maria Jacy Pinto Costa, 500;[];[2];[2];[1];360000;315;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-64m2-venda-RS360000-id-2575159075/
Cobertura duplex para venda com 462 metros quadrados com 4 quartos em Cabo Branco - João Pessoa - PB;Rua Tabelião José Ramalho Leite, 29;[];[4];[7];[3];3335000;0;https://www.vivareal.com.br/imovel/cobertura-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-462m2-venda-RS3335000-id-2576574649/
Apartamento para venda possui 94 metros quadrados com 3 quartos;Rua Plácido de Azevedo Ribeiro;['94'];[3];[2];[2];800000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-94m2-venda-RS800000-id-2569475350/
Apartamento à venda, 1 quarto, Jardim Oceania - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo;['19'];[1];[1];[0];227346;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-19m2-venda-RS227346-id-2579644397/
Apartamento com 3 dormitórios à venda, 90 m² por R$ 850.500,00 - Miramar - João Pessoa/PB;-;['90'];[3];[3];[2];850500;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-90m2-venda-RS850500-id-2576718380/
Apartamento com 4 dormitórios à venda, 236 m² por R$ 1.700.000,00 - Miramar - João Pessoa/PB;Rua das Acácias;['236'];[4];[6];[4];1700000;1200;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-236m2-venda-RS1700000-id-2546367482/
Apartamento à venda, 4 quartos, 4 suítes, 3 vagas, Manaíra - João Pessoa/PB;Rua da Candelária;['250'];[4];[5];[3];1170000;1650;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-250m2-venda-RS1170000-id-2558714371/
Apartamento com 3 dormitórios à venda, 87 m² por R$ 450.000,00 - Miramar - João Pessoa/PB;Rua Coronel Júlio de Souza Cousseior;['87'];[3];[2];[1];450000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-87m2-venda-RS450000-id-2559830034/
Oportunidade! Apartamento novo com 3 dormitórios, 81 m² por R$ 472.500 - Manaíra - João Pessoa/PB;-;['81'];[3];[3];[2];490000;625;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-81m2-venda-RS490000-id-2572853687/
Apartamento com 3 dormitórios à venda, 141 m² por R$ 420.000,00 - Manaíra - João Pessoa/PB;Avenida General Edson Ramalho;['141'];[3];[2];[2];420000;1200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-141m2-venda-RS420000-id-2559828837/
Vendo apartamento no Altiplano 3 quartos sendo uma suíte 685, mil;Rua Rui Costa, ;['93'];[3];[3];[2];690000;580;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-93m2-venda-RS690000-id-2558734093/
Apartamento para venda tem 224 m² com 4 quartos, 4 suítes e 5 vagas, Brisamar - João Pessoa -;Rua Custódio Domingos dos Santos, 0;[];[4];[5];[4];1400000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-224m2-venda-RS1400000-id-2580281977/
Apartamento com 3 dormitórios à venda, 145 m² por R$ 1.040.057,95 - Tambaú - João Pessoa/PB;-;['145'];[3];[4];[2];1040058;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-145m2-venda-RS1040058-id-2556522472/
Apartamento para venda tem 65 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Rua José Simões de Araújo, 44;[];[2];[2];[1];309000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-65m2-venda-RS309000-id-2574430904/
Apartamento Novo bairro do Bessa a 700 m do Mar;Rua Juiz José Alfredo Nóbrega de Freitas;[];[3];[1];[1];310000;160;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-71m2-venda-RS310000-id-2576232835/
Apartamento nos Bancários com 3 quartos,2 vagas de garagem. Ótima localidade;Rua Coronel Martinho da Mota Silveira, ;['274'];[3];[2];[1];799000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-274m2-venda-RS799000-id-2557878026/
Apto para vender no Geisel - cód 1447;Rua Agricultor Otávio Romão de Araújo, ;['57'];[2];[2];[1];165000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ernesto-geisel-bairros-joao-pessoa-com-garagem-57m2-venda-RS165000-id-2541910613/
Oportunidade no bairro dos Bancários;Rua Cecília Rodrigues Siqueira, 125;['57'];[2];[2];[1];270900;240;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-57m2-venda-RS270900-id-2574570286/
"Apartamento à venda em Manaíra; 250 mtos,4 suítes";Praça Coronel Wilson da Silveira Vasconcelos, ;['250'];[4];[5];[3];1150000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-250m2-venda-RS1150000-id-2558737086/
Vende-se excelente apartamento medindo 213m2 bairro do Cabo Branco - João Pessoa - PB;-;['213'];[4];[6];[4];1500000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-213m2-venda-RS1500000-id-2578471414/
Apartamento com 3 dormitórios à venda, 75 m² por R$ 270.000,00 - Portal do Sol - João Pessoa/PB;-;['75'];[3];[2];[1];270000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-75m2-venda-RS270000-id-2582040542/
Apartamento com 3 dormitórios à venda, 86 m² por R$ 522.989,60 - Aeroclube - João Pessoa/PB;Rua João Alfredo Coelho da Fonseca, 14;['87'];[3];[2];[2];522990;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-87m2-venda-RS522990-id-2562768352/
Apartamentos com 2 e 3 quartos no bairro do José Américo, a partir de 155.000;Rua Funcionária Pública Geni Ferreira da Silva, 224;[];[2];[2];[1];155000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-americo-de-almeida-bairros-joao-pessoa-com-garagem-52m2-venda-RS155000-id-2574443363/
Vendo apartamento 3 quartos nos bancários com área de lazer completa;Rua Cecília Rodrigues Siqueira, 0;['74'];[3];[1];[2];350000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-74m2-venda-RS350000-id-2564373676/
Apartamento para venda tem 116 metros quadrados com 4 quartos em Tambaú - João Pessoa - PB;-;[];[4];[3];[1];460000;750;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-116m2-venda-RS460000-id-2581402223/
Apartamento para venda com 70 metros quadrados com 3 quartos em Manaíra - João Pessoa - PB;-;[];[3];[2];[1];289000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-70m2-venda-RS289000-id-2569627289/
Apartamento todo com móveis projetados a beira mar da praia do cabo branco.;Avenida Cabo Branco;[];[2];[2];[2];990000;600;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-82m2-venda-RS990000-id-2540613083/
Apartamento para Venda em João Pessoa, Portal do Sol, 2 dormitórios, 1 suíte, 1 banheiro;Rua Luzinete Formiga de Lucena, ;['64'];[2];[1];[0];189000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portal-do-sol-bairros-joao-pessoa-64m2-venda-RS189000-id-2578800003/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Bessa - João Pessoa/PB;Avenida Presidente Café Filho;['57'];[2];[2];[1];270000;246;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-57m2-venda-RS270000-id-2570392638/
Edifico Palácio Imperial;Rua João Vieira Carneiro, 707;['55'];[2];[1];[1];300000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pedro-gondim-bairros-joao-pessoa-com-garagem-55m2-venda-RS300000-id-2581539725/
Apartamento para venda com 64 metros quadrados com 2 quartos em Manaíra - João Pessoa - PB;Avenida Jacinto Dantas, 365;[];[2];[2];[1];430000;640;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-64m2-venda-RS430000-id-2562950388/
Apartamento com 3 quartos à Venda, Tambaú - João Pessoa;Rua Silvino Lopes, ;['164'];[3];[3];[2];650000;1200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-164m2-venda-RS650000-id-2580022121/
Apartamento para venda com 127 metros quadrados com 3 quartos em Miramar - João Pessoa - Paraíba;Rua Vereador José Alberto Falcão Barroca, 120;[];[3];[4];[2];690000;466;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-127m2-venda-RS690000-id-2575947168/
Apartamento com 2 Quartos no Bessa;-;['45'];[2];[1];[1];370000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-45m2-venda-RS370000-id-2579127994/
Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Josué Guedes Pereira, ;['65'];[2];[2];[1];360000;296;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-65m2-venda-RS360000-id-2562810127/
Apartamento para venda com 50 metros quadrados com 2 quartos em Jardim Oceania - João Pessoa - PB;Rua José Simões de Araújo, 100;[];[2];[2];[1];385000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-50m2-venda-RS385000-id-2579528607/
Alto padrão 3 suítes + DCE - Altiplano;-;['172'];[3];[2];[3];2755080;1273;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-172m2-venda-RS2755080-id-2567168499/
Apartamento com 3 dormitórios à venda, 84 m² por R$ 630.000,00 - Jardim Oceania - João Pessoa/PB;-;['85'];[3];[2];[2];630000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-85m2-venda-RS630000-id-2509632679/
